scenario_id,destination,data_grade,approved,purpose,role,device_trust,source_object_id,content_json,expected_broad_policy,expected_finegrained_policy,mode,experiment_run_id,run_id,attempt_id,status_code,actual,expected,matches_expected,latency_ms,error
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,policy_only,policy_only-20260814T154453Z,24,C01-r024,200,allow,allow,true,6.418300,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,policy_only,policy_only-20260814T154453Z,25,C01-r025,200,allow,allow,true,10.236400,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,policy_only,policy_only-20260814T154453Z,26,C01-r026,200,allow,allow,true,6.711100,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,policy_only,policy_only-20260814T154453Z,27,C01-r027,200,allow,allow,true,7.417700,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,policy_only,policy_only-20260814T154453Z,28,C01-r028,200,allow,allow,true,5.637300,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,policy_only,policy_only-20260814T154453Z,29,C01-r029,200,allow,allow,true,6.701900,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,policy_only,policy_only-20260814T154453Z,30,C01-r030,200,allow,allow,true,7.787400,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,1,C02-r001,200,allow,allow,true,7.865200,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,2,C02-r002,200,allow,allow,true,8.630100,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,3,C02-r003,200,allow,allow,true,6.161300,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,4,C02-r004,200,allow,allow,true,5.821500,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,5,C02-r005,200,allow,allow,true,8.500300,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,6,C02-r006,200,allow,allow,true,6.416100,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,7,C02-r007,200,allow,allow,true,6.328700,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,8,C02-r008,200,allow,allow,true,8.426300,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,9,C02-r009,200,allow,allow,true,7.243300,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,10,C02-r010,200,allow,allow,true,7.637800,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,11,C02-r011,200,allow,allow,true,7.099200,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,12,C02-r012,200,allow,allow,true,9.017200,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,13,C02-r013,200,allow,allow,true,6.204900,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,14,C02-r014,200,allow,allow,true,7.255700,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,15,C02-r015,200,allow,allow,true,6.949900,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,16,C02-r016,200,allow,allow,true,7.413400,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,17,C02-r017,200,allow,allow,true,5.912600,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,18,C02-r018,200,allow,allow,true,5.953600,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,19,C02-r019,200,allow,allow,true,6.579500,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,20,C02-r020,200,allow,allow,true,6.489700,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,21,C02-r021,200,allow,allow,true,8.021600,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,22,C02-r022,200,allow,allow,true,6.192000,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,23,C02-r023,200,allow,allow,true,7.285300,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,24,C02-r024,200,allow,allow,true,6.106700,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,25,C02-r025,200,allow,allow,true,5.626400,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,26,C02-r026,200,allow,allow,true,7.430400,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,27,C02-r027,200,allow,allow,true,8.058000,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,28,C02-r028,200,allow,allow,true,7.453800,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,29,C02-r029,200,allow,allow,true,7.754500,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,policy_only,policy_only-20260814T154453Z,30,C02-r030,200,allow,allow,true,5.913400,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,1,C03-r001,403,deny,deny,true,6.897800,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,2,C03-r002,403,deny,deny,true,6.943100,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,3,C03-r003,403,deny,deny,true,7.091100,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,4,C03-r004,403,deny,deny,true,7.548700,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,5,C03-r005,403,deny,deny,true,6.832100,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,6,C03-r006,403,deny,deny,true,6.328700,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,7,C03-r007,403,deny,deny,true,8.033100,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,8,C03-r008,403,deny,deny,true,7.471300,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,9,C03-r009,403,deny,deny,true,6.045300,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,10,C03-r010,403,deny,deny,true,8.308800,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,11,C03-r011,403,deny,deny,true,7.219600,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,12,C03-r012,403,deny,deny,true,7.456900,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,13,C03-r013,403,deny,deny,true,5.834200,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,14,C03-r014,403,deny,deny,true,6.638600,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,15,C03-r015,403,deny,deny,true,7.232200,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,16,C03-r016,403,deny,deny,true,6.551600,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,17,C03-r017,403,deny,deny,true,6.735300,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,18,C03-r018,403,deny,deny,true,8.244600,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,19,C03-r019,403,deny,deny,true,6.217000,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,20,C03-r020,403,deny,deny,true,5.713300,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,21,C03-r021,403,deny,deny,true,7.467500,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,22,C03-r022,403,deny,deny,true,5.459500,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,23,C03-r023,403,deny,deny,true,7.946800,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,24,C03-r024,403,deny,deny,true,5.865800,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,25,C03-r025,403,deny,deny,true,5.848400,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,26,C03-r026,403,deny,deny,true,8.804500,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,27,C03-r027,403,deny,deny,true,5.877800,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,28,C03-r028,403,deny,deny,true,6.134900,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,29,C03-r029,403,deny,deny,true,8.639900,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,policy_only,policy_only-20260814T154453Z,30,C03-r030,403,deny,deny,true,6.715800,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,1,C04-r001,403,deny,deny,true,7.952900,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,2,C04-r002,403,deny,deny,true,7.059600,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,3,C04-r003,403,deny,deny,true,5.892400,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,4,C04-r004,403,deny,deny,true,7.743700,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,5,C04-r005,403,deny,deny,true,5.722100,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,6,C04-r006,403,deny,deny,true,6.821300,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,7,C04-r007,403,deny,deny,true,6.731600,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,8,C04-r008,403,deny,deny,true,6.213500,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,9,C04-r009,403,deny,deny,true,8.204700,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,10,C04-r010,403,deny,deny,true,6.073600,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,11,C04-r011,403,deny,deny,true,5.856200,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,12,C04-r012,403,deny,deny,true,6.609600,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,13,C04-r013,403,deny,deny,true,5.834100,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,14,C04-r014,403,deny,deny,true,7.378800,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,15,C04-r015,403,deny,deny,true,5.702000,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,16,C04-r016,403,deny,deny,true,7.245500,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,17,C04-r017,403,deny,deny,true,5.697600,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,18,C04-r018,403,deny,deny,true,6.110700,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,19,C04-r019,403,deny,deny,true,7.017500,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,20,C04-r020,403,deny,deny,true,7.380100,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,21,C04-r021,403,deny,deny,true,5.688800,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,22,C04-r022,403,deny,deny,true,6.219300,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,23,C04-r023,403,deny,deny,true,7.699900,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,24,C04-r024,403,deny,deny,true,5.801800,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,25,C04-r025,403,deny,deny,true,7.466600,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,26,C04-r026,403,deny,deny,true,5.557500,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,27,C04-r027,403,deny,deny,true,5.821700,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,28,C04-r028,403,deny,deny,true,9.809700,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,29,C04-r029,403,deny,deny,true,6.146800,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,policy_only,policy_only-20260814T154453Z,30,C04-r030,403,deny,deny,true,8.320400,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,1,C05-r001,403,deny,deny,true,7.270100,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,2,C05-r002,403,deny,deny,true,6.880200,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,3,C05-r003,403,deny,deny,true,6.514300,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,policy_only,policy_only-20260814T154453Z,4,C05-r004,403,deny,deny,true,7.963900,
